localidad,tipo,distancia,fuente,fecha_datetime,año,mes,día_semana,distancia_km,nombre_evento,semana,eventos_semana,semana_libre
"València, Gátova",Montaña,42194 m,runedia,2025-04-03,2025,4,Jueves,42.19,Maratón por montaña de Gátova,14,129,False
"Alacant, Gata De Gorgos",Montaña,22000 m,runedia,2025-04-03,2025,4,Jueves,22.0,Mitja Marató per muntanya Marina Alta,14,129,False
"València, Benissanó",Btt,35100 m,runedia,2025-04-03,2025,4,Jueves,35.1,MTB Benissanó - Circuit MTB Valencia,14,129,False
"Alacant, Cocentaina",Asfalto,8000 m,runedia,2025-04-03,2025,4,Jueves,8.0,Trail Fira de Tots Sants,14,129,False
"Castelló, Nules",Asfalto,10000 m,runedia,2025-04-03,2025,4,Jueves,10.0,10km Nules,14,129,False
"València, València",Asfalto,7500 m,runedia,2025-04-03,2025,4,Jueves,7.5,"7,5k Valencia abierta al Mar",14,129,False
"València, Vilamarxant",Montaña,14000 m,runedia,2025-04-03,2025,4,Jueves,14.0,RapiTTrail 3Pics Les Rodanes Vilamarxant,14,129,False
"València, Alfafar",Asfalto,8000 m,runedia,2025-04-03,2025,4,Jueves,8.0,II Carrera Solidaria Alfafar Contra el Cancer,14,129,False
"València, Alaquàs",Duatlón,10650 m,runedia,2025-04-03,2025,4,Jueves,10.65,Duatló de la Dona Vila d'Alaquàs,14,129,False
"Alacant, Castalla",Montaña,15000 m,runedia,2025-04-03,2025,4,Jueves,15.0,"Marxa cursa per muntanya de Castalla, Trail Vall del Joguet",14,129,False
"València, Alaquàs",Duatlón,28500 m,runedia,2025-04-03,2025,4,Jueves,28.5,Duatló Vila D'Alaquàs,14,129,False
"València, Siete Aguas",Asfalto,20000 m,runedia,2025-04-04,2025,4,Viernes,20.0,20K Villa de Siete Aguas,14,129,False
"Alacant, Elche",Asfalto,5000 m,runedia,2025-04-04,2025,4,Viernes,5.0,Green Race UMH,14,129,False
"Castelló, Llucena",Pista,17000 m,runedia,2025-04-04,2025,4,Viernes,17.0,gran premi ruta dels molins d'aigua llucena,14,129,False
"València, Sueca",Asfalto,2085 m,runedia,2025-04-04,2025,4,Viernes,2.08,II Crono Individual Nocturna Sueca,14,129,False
"Castelló, Castelló",Btt,300000 m,runedia,2025-04-04,2025,4,Viernes,300.0,Mediterranean Xtrem,14,129,False
"València, Sueca",Asfalto,2085 m,runedia,2025-04-04,2025,4,Viernes,2.08,Crono Individual Nocturna Sueca,14,129,False
"Alacant, L'Olleria",Obstáculos,10000 m,runedia,2025-04-05,2025,4,Sábado,10.0,Egyptian Race l'Olleria,14,129,False
"València, Rafol De Salem",Montaña,14000 m,runedia,2025-04-05,2025,4,Sábado,14.0,sprint trail Benicadell,14,129,False
"València, Barx",Montaña,10000 m,runedia,2025-04-05,2025,4,Sábado,10.0,SPRINT Y CAMINATA BARX,14,129,False
"València, Barx",Montaña,24000 m,runedia,2025-04-05,2025,4,Sábado,24.0,TRAIL BARX,14,129,False
"Alacant, Calp",Asfalto,10000 m,runedia,2025-04-05,2025,4,Sábado,10.0,II Cursa Popular Calp,14,129,False
"València, Tavernes De La Valldigna",Asfalto,6000 m,runedia,2025-04-05,2025,4,Sábado,6.0,I Volta a peu Fallera a Tavernes de la Valldigna,14,129,False
"Alacant, Jesus Pobre",Btt,30000 m,runedia,2025-04-05,2025,4,Sábado,30.0,Circuito BTT Marina Alta-Baixa i La Safor - Jesus Pobre,14,129,False
"Alacant, Forna",Montaña,64000 m,runedia,2025-04-05,2025,4,Sábado,64.0,Botamarges,14,129,False
"Castelló, Burriana",Asfalto,10000 m,runedia,2025-04-05,2025,4,Sábado,10.0,10 k Ciutat de Burriana,14,129,False
"Alacant, La Nucia",Asfalto,8700 m,runedia,2025-04-05,2025,4,Sábado,8.7,Carrera pedestre Sant Vicent La Nucia,14,129,False
"Alacant, La Nucia",Cross,6000 m,runedia,2025-04-05,2025,4,Sábado,6.0,Sport Xperience Space Running,14,129,False
"València, Silla",Asfalto,10000 m,runedia,2025-04-05,2025,4,Sábado,10.0,I 10K Ciudad de Silla,14,129,False
"València, Valencia",Montaña,21000 m,runedia,2025-04-06,2025,4,Domingo,21.0,Gran Fondo CXM las fuentes de Titaguas,14,129,False
"València, Oliva",Asfalto,8000 m,runedia,2025-04-06,2025,4,Domingo,8.0,Volta a peu Festes Carrer de Sant Vicent,14,129,False
"Castelló, Atzeneta Del Maestrat",Montaña,27600 m,runedia,2025-04-06,2025,4,Domingo,27.6,Pujada a la Nevera,14,129,False
"València, Bufali",Asfalto,9700 m,runedia,2025-04-06,2025,4,Domingo,9.7,Cursa popular solidària Bufali,14,129,False
"Castelló, Forcall",Btt,39000 m,runedia,2025-04-06,2025,4,Domingo,39.0,Marcha BTT Socarrats Forcall - 39k,14,129,False
"València, Valencia",Asfalto,6500 m,runedia,2025-04-06,2025,4,Domingo,6.5,Carrera de la Mujer de Valencia,14,129,False
"Alacant, San Vicent Del Raspeig",Asfalto,5000 m,runedia,2025-04-06,2025,4,Domingo,5.0,III 10K y I 5K Sant Vicent del Raspeig,14,129,False
"Alacant, La Nucia",Asfalto,10000 m,runedia,2025-04-06,2025,4,Domingo,10.0,Carrera pedestre Sant Vicent La Nucia,14,129,False
"València, Benimodo",Asfalto,10000 m,runedia,2025-04-06,2025,4,Domingo,10.0,10K Benimodo,14,129,False
"Alacant, Novelda",Btt,45600 m,runedia,2025-04-06,2025,4,Domingo,45.6,Marcha BTT Ciudad de Novelda,14,129,False
"Alacant, Benasau",Travesía,22000 m,runedia,2025-04-06,2025,4,Domingo,22.0,Integral de la Serrella,14,129,False
"Castelló, Forcall",Btt,52000 m,runedia,2025-04-06,2025,4,Domingo,52.0,Marcha BTT Socarrats Forcall - 52k,14,129,False
"València, Xirivella",Asfalto,6700 m,runedia,2025-04-06,2025,4,Domingo,6.7,Volta a peu Ciutat de Xirivella,14,129,False
"Castelló, Xilxes",Asfalto,10000 m,runedia,2025-04-06,2025,4,Domingo,10.0,I 10K Ciudad de Xilxes,14,129,False
"Castelló, La Vall D´Uixó",Duatlón,5000 m,runedia,2025-04-06,2025,4,Domingo,5.0,II Duatló Ciutat de la Vall d´Uixó,14,129,False
"València, Perellonet",Bici Carretera,105460 m,runedia,2025-04-06,2025,4,Domingo,105.46,II Marcha cicloturista del Mediterráneo,14,129,False
"Alacant, Denia",Asfalto,3500 m,runedia,2025-04-06,2025,4,Domingo,3.5,I Marcha Solidaria a favor del CEE Raquel Payà,14,129,False
"Alacant, Molins",Asfalto,1000 m,runedia,2025-04-06,2025,4,Domingo,1000.0,1ª Carrera Solidaria Molins,14,129,False
"Castelló, Forcall",Montaña,24000 m,runedia,2025-04-06,2025,4,Domingo,24.0,Trail Socarrats Forcall,14,129,False
"València, L'Olleria",Montaña,13000 m,runedia,2025-04-07,2025,4,Lunes,13.0,Sprint Trail de l'Olleria  - 13k,15,135,False
"Alacant, Elda",Asfalto,5000 m,runedia,2025-04-07,2025,4,Lunes,5.0,5 km Ciudad de Elda y Carreras Infantiles,15,135,False
"Alacant, Mutxamel",Canicross,3000 m,runedia,2025-04-07,2025,4,Lunes,3.0,Canwerun Mutxamel,15,135,False
"València, Benissanó",Asfalto,6500 m,runedia,2025-04-07,2025,4,Lunes,6.5,carrera nocturna benissanó medieval,15,135,False
"València, Puçol",Asfalto,15000 m,runedia,2025-04-07,2025,4,Lunes,15.0,XX Gran fons Vila de Puçol,15,135,False
"València, Gátova",Montaña,10000 m,runedia,2025-04-07,2025,4,Lunes,10.0,10k por montaña de Gátova,15,135,False
"València, Algima De Alfara",Asfalto,11150 m,runedia,2025-04-07,2025,4,Lunes,11.15,Gran Fons Vistes Algima de Alfara,15,135,False
"València, Gátova",Montaña,21097 m,runedia,2025-04-07,2025,4,Lunes,21.1,Media Maratón por montaña de Gátova,15,135,False
"València, Llombai",Montaña,21800 m,runedia,2025-04-07,2025,4,Lunes,21.8,Trail Llombai,15,135,False
"Alacant, La Nucia",Tierra,8700 m,runedia,2025-04-07,2025,4,Lunes,8.7,Carrera pedestre Villa de la Nucia,15,135,False
"València,  Montitxelvo.",Montaña,15800 m,runedia,2025-04-07,2025,4,Lunes,15.8,IV GRAN FONS PENYES ALBES MONTITXELVO,15,135,False
"València, Sueca",Natación,1500 m,runedia,2025-04-07,2025,4,Lunes,1.5,Travessia Platja de les Palmeres,15,135,False
"Alacant, El Poble Nou De Benitatxell",Asfalto,5000 m,runedia,2025-04-07,2025,4,Lunes,5.0,Volta a peu El Poble nou de Benintatxell,15,135,False
"Alacant, Elda",Asfalto,10000 m,runedia,2025-04-07,2025,4,Lunes,10.0,10 km Ciudad de Elda,15,135,False
"Castelló, Vila-Real",Otros,20000 m,runedia,2025-04-07,2025,4,Lunes,20.0,20K Vila-Real Patins,15,135,False
"València, Valencia",Asfalto,7900 m,runedia,2025-04-07,2025,4,Lunes,7.9,Carrera de la Mujer de Valencia,15,135,False
"Alacant, Monóvar",Btt,32000 m,runedia,2025-04-07,2025,4,Lunes,32.0,Marcha BTT Monòver,15,135,False
"València, Sueca",Natación,2200 m,runedia,2025-04-07,2025,4,Lunes,2.2,Travessia Platja de les Palmeres,15,135,False
"València, Tales",Montaña,15000 m,runedia,2025-04-07,2025,4,Lunes,15.0,IX CURSA MUNTANYA SERRA DE TALES 15k,15,135,False
"València, Venta Del Moro",Triatlón,700 m,runedia,2025-04-07,2025,4,Lunes,700.0,Triatlón de Montaña Aventsport,15,135,False
"Castelló, Tales",Montaña,30000 m,runedia,2025-04-07,2025,4,Lunes,30.0,CURSA MUNTANYA SERRA DE TALES,15,135,False
"València, Requena",Btt,43000 m,runedia,2025-04-07,2025,4,Lunes,43.0,Marcha BTT Montes de Requena,15,135,False
"València, Benimodo",Asfalto,10000 m,runedia,2025-04-08,2025,4,Martes,10.0,10k Benimodo - Circuito Cajamar Ribera de Xúquer,15,135,False
"Castelló, Tales",Montaña,26000 m,runedia,2025-04-08,2025,4,Martes,26.0,cursa muntanya tales 26k,15,135,False
"València, La Pobleta",Montaña,11000 m,runedia,2025-04-08,2025,4,Martes,11.0,11k mamova,15,135,False
"València, Albal",Asfalto,10000 m,runedia,2025-04-08,2025,4,Martes,10.0,Carrera Solidaria x esa sonrisa,15,135,False
"Alacant, Elda-Petrer",Btt,81000 m,runedia,2025-04-08,2025,4,Martes,81.0,Campeonato autonómico XCM Elda-Petrer,15,135,False
"Castelló, Almassora",Montaña,28000 m,runedia,2025-04-08,2025,4,Martes,28.0,Pujada a peu Almassora - Penyagolosa,15,135,False
"Castelló, Tales",Montaña,15000 m,runedia,2025-04-08,2025,4,Martes,15.0,Cursa de muntanya Tales - Serra d'Espada,15,135,False
"Alacant, Dénia",Asfalto,6700 m,runedia,2025-04-08,2025,4,Martes,6.7,Carrera Solidaria a favor del C.E.E. Raquel Paya de Denia,15,135,False
"València, València",Ruta,5000 m,runedia,2025-04-08,2025,4,Martes,5.0,Carrera de la Mujer,15,135,False
"València, Valencia",Asfalto,5300 m,runedia,2025-04-08,2025,4,Martes,5.3,Carrera de las empresas Valencianas - corta,15,135,False
"València, Llutxent",Btt,38000 m,runedia,2025-04-08,2025,4,Martes,38.0,Marxa BTT Llutxent,15,135,False
"Castelló, Tales",Montaña,30000 m,runedia,2025-04-08,2025,4,Martes,30.0,Cursa muntanya Tales 30k,15,135,False
"València, Moncada",Asfalto,10500 m,runedia,2025-04-08,2025,4,Martes,10.5,Quart de Marató Ciutat de Moncada,15,135,False
"València, Palma De Gandia",Pista,11000 m,runedia,2025-04-08,2025,4,Martes,11.0,Marxa per Muntanya Palma - Ador,15,135,False
"Alacant, Petrer",Cross,5000 m,runedia,2025-04-08,2025,4,Martes,5.0,Cross Barrio Frontera,15,135,False
"Alacant, La Nucia",Caminata,8700 m,runedia,2025-04-08,2025,4,Martes,8.7,Cross trail Pedestre Sant Vicent La Nucia - Andarines,15,135,False
"Alacant, La Vila Joiosa",Asfalto,8500 m,runedia,2025-04-08,2025,4,Martes,8.5,Cursa Popular i Volta a Peu la Vila Joiosa,15,135,False
"València, La Pobleta",Montaña,21000 m,runedia,2025-04-08,2025,4,Martes,21.0,21K Mamova,15,135,False
"València, Valencia",Natación,2200 m,runedia,2025-04-08,2025,4,Martes,2.2,TRAVESSIA PLATJA DE LES PALMERES,15,135,False
"Alacant, Alcoi",Caminata,23000 m,runedia,2025-04-08,2025,4,Martes,23.0,Marxa Solidaria Ciutat d'Alcoi,15,135,False
"València, Moncada",Asfalto,21097 m,runedia,2025-04-09,2025,4,Miércoles,21.1,Mitja Marató Ciutat de Moncada,15,135,False
"Alacant, Xaló",Btt,30000 m,runedia,2025-04-09,2025,4,Miércoles,30.0,Marxa BTT Xaló,15,135,False
"València, Campo Olivar",Asfalto,5000 m,runedia,2025-04-09,2025,4,Miércoles,5.0,Happ Run - Ayuda Efectiva,15,135,False
"València, Navalón",Montaña,21000 m,runedia,2025-04-09,2025,4,Miércoles,21.0,I Trail de Navalón,15,135,False
"València, Simat De La Valldigna",Montaña,14500 m,runedia,2025-04-09,2025,4,Miércoles,14.5,Simat Trail Series - Esprint Trail,15,135,False
"València, Campo Olivar",Asfalto,5000 m,runedia,2025-04-09,2025,4,Miércoles,5.0,Happ Run 3a edición - Ayuda Efectiva,15,135,False
"Alacant, El Verger",Ruta,10000 m,runedia,2025-04-09,2025,4,Miércoles,10.0,Volta a peu el Verger,15,135,False
"València, Simat De La Valldigna",Travesía,1460 m,runedia,2025-04-09,2025,4,Miércoles,1.46,Simat Trail Series - Sprint Vertical,15,135,False
"Castelló, Burriana",Asfalto,10000 m,runedia,2025-04-09,2025,4,Miércoles,10.0,10k Ciutat de Burriana,15,135,False
"Castelló, Borriol",Montaña,42000 m,runedia,2025-04-09,2025,4,Miércoles,42.0,Marató de Montanya de Borriol - Mabo 42km,15,135,False
"València, Teresa De Cofrentes",Bici Carretera,139000 m,runedia,2025-04-09,2025,4,Miércoles,139.0,I MARCHA CICLODEPORTIVA TERESA DE COFRENTES,15,135,False
"València, Gestalgar",Btt,46000 m,runedia,2025-04-09,2025,4,Miércoles,46.0,Marcha BTT Gestalgar - Circuito de la Serranía,15,135,False
"València, Teresa De Cofrentes",Bici Carretera,10000 m,runedia,2025-04-09,2025,4,Miércoles,10.0,I MARCHA CICLODEPORTIVA TERESA DE COFRENTES,15,135,False
"València, Navalón",Caminata,15000 m,runedia,2025-04-09,2025,4,Miércoles,15.0,Trail de Navalón (marcha),15,135,False
"Alacant, Urb. Villanueva, Partida El Moralet",Cross,7000 m,runedia,2025-04-09,2025,4,Miércoles,7.0,Cross Trail Villanueva de El Moralet - 7km,15,135,False
"València, Navalón",Montaña,14900 m,runedia,2025-04-09,2025,4,Miércoles,14.9,Sprint Trail de Navalón,15,135,False
"València, La Pobleta",Montaña,42500 m,runedia,2025-04-09,2025,4,Miércoles,42.5,Maraton de montaña de la provincia de Valencia (MAMOVA),15,135,False
"Alacant, Onil",Btt,33500 m,runedia,2025-04-09,2025,4,Miércoles,33.5,V Marcha BTT Villa de Onil,15,135,False
"Alacant, Urb. Villanueva, Partida El Moralet",Cross,14000 m,runedia,2025-04-09,2025,4,Miércoles,14.0,Cross Trail Villanueva de El Moralet - 14km,15,135,False
"València, Cullera",Acuatlón,2000 m,runedia,2025-04-09,2025,4,Miércoles,2.0,Acuatlón largo ciutat de Cullera,15,135,False
"València, Gandia",Triatlón,750000 m,runedia,2025-04-09,2025,4,Miércoles,750.0,Triatlón Playa de Gandia,15,135,False
"València, Valencia",Asfalto,7400 m,runedia,2025-04-09,2025,4,Miércoles,7.4,carrera de la mujer valencia,15,135,False
"València, Sueca",Otros,10000 m,runedia,2025-04-10,2025,4,Jueves,10.0,Racer of Rice,15,135,False
"Alacant, Polop De La Marina",Montaña,16000 m,runedia,2025-04-10,2025,4,Jueves,16.0,Trail Monte Ponoig - 16km,15,135,False
"València, València",Asfalto,6169 m,runedia,2025-04-10,2025,4,Jueves,6.17,Carrera per la Salut Junts Podem,15,135,False
"València, Utiel",Travesía,23000 m,runedia,2025-04-10,2025,4,Jueves,23.0,Trail Sierra de Utiel - largo,15,135,False
"València, Riba Roja De Túria",Montaña,20000 m,runedia,2025-04-10,2025,4,Jueves,20.0,RIBA-ROJATRAILS - K20,15,135,False
"Alacant, Alfàs Del Pi",Cross,6500 m,runedia,2025-04-10,2025,4,Jueves,6.5,Cross Popular y Cross Escolar L´Alfas,15,135,False
"Alacant, Orihuela Costa",Ruta,8000 m,runedia,2025-04-10,2025,4,Jueves,8.0,Carrera popular Orihuela Costa,15,135,False
"València, Perellonet",Bici Carretera,105460 m,runedia,2025-04-10,2025,4,Jueves,105.46,IV Marcha cicloturista del Mediterráneo,15,135,False
"Alacant, Polop De La Marina",Montaña,24000 m,runedia,2025-04-10,2025,4,Jueves,24.0,Trail Monte Ponoig - 24km,15,135,False
"València, Tavernes De La Valldigna",Montaña,22500 m,runedia,2025-04-10,2025,4,Jueves,22.5,Campionat autonòmic individual i per clubs de Cursa Per Muntanya - Tavernes de la Valldigna,15,135,False
"València, Villanueva De Castellón",Montaña,21000 m,runedia,2025-04-10,2025,4,Jueves,21.0,"Cursa i marxa de Muntanya ""Font Amarga - Les Salines""",15,135,False
"Alacant, Villena",Montaña,12000 m,runedia,2025-04-10,2025,4,Jueves,12.0,Entreviñedos Trail - Curt,15,135,False
"Castelló, Castellón De La Plana",Btt,60000 m,runedia,2025-04-10,2025,4,Jueves,60.0,Bono Maratón 60k,15,135,False
"València, Riba-Roja De Túria",Montaña,6000 m,runedia,2025-04-10,2025,4,Jueves,6.0,RIBA-ROJATRAILS - K6,15,135,False
"València, Palma De Gandia",Pista,11000 m,runedia,2025-04-10,2025,4,Jueves,11.0,III Marxa per Muntanya Palma - Ador,15,135,False
"València, Utiel",Travesía,11000 m,runedia,2025-04-10,2025,4,Jueves,11.0,Trail Sierra Utiel - Corto,15,135,False
"Alacant, Villena",Montaña,18000 m,runedia,2025-04-10,2025,4,Jueves,18.0,ENTREVIÑEDOS TRAIL,15,135,False
"Castelló, Navajas",Asfalto,42195 m,runedia,2025-04-10,2025,4,Jueves,42.2,Maratón Vías Verdes - Ojos Negros 42k,15,135,False
"Castelló, Tales",Montaña,15000 m,runedia,2025-04-10,2025,4,Jueves,15.0,Cursa de muntanya Tales - 15k,15,135,False
"València, Simat De La Valldigna",Montaña,19000 m,runedia,2025-04-10,2025,4,Jueves,19.0,Simat Trail Series - Trail Penalva,15,135,False
"València, Riba-Roja De Túria",Montaña,6000 m,runedia,2025-04-10,2025,4,Jueves,6.0,Trail Nocturno Riba-Roja de Túria,15,135,False
"Castelló, Navajas",Tierra,21097 m,runedia,2025-04-10,2025,4,Jueves,21.1,Media Maratón Vía Verde - Ojos Negros 21k,15,135,False
"Castelló, Tales",Montaña,30000 m,runedia,2025-04-10,2025,4,Jueves,30.0,Cursa de muntanya Tales - 30k,15,135,False
"Castelló, Navajas",Tierra,10000 m,runedia,2025-04-10,2025,4,Jueves,10.0,10k Maratón Vía Verde - Ojos Negros,15,135,False
"València, Simat De La Valldigna",Caminata,13700 m,runedia,2025-04-10,2025,4,Jueves,13.7,Simat Trail Series - Marcha Senderista,15,135,False
"València, Palma De Gandia",Pista,15500 m,runedia,2025-04-10,2025,4,Jueves,15.5,III Cursa per Muntanya Palma - Ador,15,135,False
"València, Riba-Roja De Túria",Montaña,11000 m,runedia,2025-04-10,2025,4,Jueves,11.0,RIBA-ROJATRAILS K11,15,135,False
"Castelló, Peníscola",Caminata,22174 m,runedia,2025-04-10,2025,4,Jueves,22.17,III Marxa Senderista Peníscola Sostenible,15,135,False
"València, Xirivella",Asfalto,7300 m,runedia,2025-04-10,2025,4,Jueves,7.3,Volta a peu a Xirivella,15,135,False
"Castelló, Vall D'Uixò",Montaña,16000 m,runedia,2025-04-10,2025,4,Jueves,16.0,Pujada a la Pipa,15,135,False
"Castelló, Alcudia De Veo",Montaña,42000 m,runedia,2025-04-11,2025,4,Viernes,42.0,Alcudia de Veo Trail,15,135,False
"València, La Pobla De Vallbona",Asfalto,15000 m,runedia,2025-04-11,2025,4,Viernes,15.0,Gran fons la Pobla de Vallbona,15,135,False
"València, Gavarda",Asfalto,7200 m,runedia,2025-04-11,2025,4,Viernes,7.2,Volta a peu a gavarda,15,135,False
"Alacant, Sant Joan D'Alacant",Otros,5000 m,runedia,2025-04-11,2025,4,Viernes,5.0,Xtrem Running Sant Joan d'Alacant,15,135,False
"Castelló, Nules",Asfalto,5000 m,runedia,2025-04-11,2025,4,Viernes,5.0,III Carrera Popular de la Juventud,15,135,False
"València, Cullera",Montaña,14000 m,runedia,2025-04-11,2025,4,Viernes,14.0,Trail Cullera,15,135,False
"Castelló, La Salzadella",Btt,43000 m,runedia,2025-04-11,2025,4,Viernes,43.0,Marcha la Salzadella,15,135,False
"València, València",Asfalto,10000 m,runedia,2025-04-12,2025,4,Sábado,10.0,Run 4 Parkinson Valencia,15,135,False
"València, Cofrentes",Triatlón,26000 m,runedia,2025-04-12,2025,4,Sábado,26.0,Triatlón de Montaña Cofrentes,15,135,False
"Castelló, Navajas",Tierra,42195 m,runedia,2025-04-12,2025,4,Sábado,42.2,Maratón Vía Verde - Ojos Negros,15,135,False
"Castelló, Navajas",Tierra,21097 m,runedia,2025-04-12,2025,4,Sábado,21.1,Media Maratón Vía Verde - Ojos Negros,15,135,False
"Alacant, Denia",Asfalto,3500 m,runedia,2025-04-12,2025,4,Sábado,3.5,Marcha Solidaria a favor del CEE Raquel Payà,15,135,False
"València, Sueca",Asfalto,8000 m,runedia,2025-04-12,2025,4,Sábado,8.0,Volta a peu Club de Tenis Sueca,15,135,False
"Alacant, Novelda",Asfalto,10000 m,runedia,2025-04-12,2025,4,Sábado,10.0,Run 4 Parkinson Novelda,15,135,False
"València, Navalón",Btt,36000 m,runedia,2025-04-12,2025,4,Sábado,36.0,Marcha BTT Montes de Navalón,15,135,False
"València, Simat De La Valldigna",Asfalto,15700 m,runedia,2025-04-12,2025,4,Sábado,15.7,Gran Fons a la Valldigna,15,135,False
"Castelló, Oropesa Del Mar",Asfalto,5000 m,runedia,2025-04-12,2025,4,Sábado,5.0,Volta a peu solidaria del día de la dona,15,135,False
"Castelló, Navajas",Tierra,10000 m,runedia,2025-04-12,2025,4,Sábado,10.0,10km Maratón Vía Verde - Ojos Negros,15,135,False
"Alacant, Petrer",Asfalto,5400 m,runedia,2025-04-12,2025,4,Sábado,5.4,Desafío Bitrir,15,135,False
"València, Puçol",Asfalto,15000 m,runedia,2025-04-12,2025,4,Sábado,15.0,Gran fons Vila de Puçol,15,135,False
"Alacant, Alcoi",Cross,9500 m,runedia,2025-04-12,2025,4,Sábado,9.5,Cross Nocturno Salesiano Ciutat d'Alcoi,15,135,False
"València, Sueca",Asfalto,8000 m,runedia,2025-04-13,2025,4,Domingo,8.0,7ª Volta a peu Club de Tenis Sueca,15,135,False
"Alacant, Vilajoiosa",Cross,18000 m,runedia,2025-04-13,2025,4,Domingo,18.0,Alicante Trail - El Cantal La Vila,15,135,False
"València, Cofrentes",Triatlón,26000 m,runedia,2025-04-13,2025,4,Domingo,26.0,2º Triatlón de Montaña Cofrentes,15,135,False
"Alacant, Torre De Les Maçanes",Asfalto,10000 m,runedia,2025-04-13,2025,4,Domingo,10.0,II Carrera Popular Torre de les Maçanes,15,135,False
"Castelló, L´Alcora",Btt,1000 m,runedia,2025-04-13,2025,4,Domingo,1000.0,IV BTT L´Alcalaten - Cicles AB,15,135,False
"Castelló, Culla",Travesía,10000 m,runedia,2025-04-13,2025,4,Domingo,10.0,La Llum de les Imatges,15,135,False
